Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
38.0,self enquiry,1,13.0,small business,male,3,3.0,deluxe,5.0,married,6.0,1,3,1,2.0,manager,24652.0,0
46.0,self enquiry,3,9.0,small business,male,2,3.0,super deluxe,3.0,divorced,4.0,0,2,1,0.0,avp,32465.0,0
27.0,company invited,1,16.0,salaried,male,2,3.0,standard,5.0,married,2.0,0,3,1,0.0,senior manager,23793.0,0
32.0,self enquiry,3,13.0,small business,male,4,3.0,deluxe,3.0,married,6.0,0,5,1,3.0,manager,24138.0,0
54.0,self enquiry,3,9.0,small business,female,2,3.0,deluxe,5.0,married,3.0,0,4,1,0.0,manager,20940.0,0
35.0,company invited,1,9.0,salaried,male,4,4.0,deluxe,3.0,single,4.0,0,4,1,2.0,manager,22711.0,0
47.0,self enquiry,1,8.0,small business,female,3,3.0,deluxe,3.0,married,6.0,0,1,0,0.0,manager,20070.0,0
49.0,self enquiry,1,26.0,small business,female,3,3.0,deluxe,5.0,divorced,2.0,0,2,1,2.0,manager,21567.0,0
41.0,self enquiry,1,9.0,salaried,male,4,4.0,deluxe,3.0,single,3.0,0,3,1,3.0,manager,23339.0,0
32.0,self enquiry,1,31.0,small business,female,4,5.0,deluxe,5.0,single,3.0,0,5,0,3.0,manager,25490.0,0
34.0,self enquiry,3,6.0,small business,male,3,1.0,deluxe,3.0,married,1.0,0,5,0,1.0,manager,24725.0,0
42.0,self enquiry,3,11.0,small business,female,3,4.0,standard,3.0,married,2.0,1,1,0,2.0,senior manager,29125.0,0
30.0,company invited,3,7.0,small business,female,3,4.0,standard,3.0,divorced,3.0,0,3,1,1.0,senior manager,26596.0,0
55.0,self enquiry,1,8.0,large business,male,3,4.0,basic,3.0,married,1.0,0,5,0,0.0,executive,17662.0,0
38.0,self enquiry,1,16.0,small business,female,3,3.0,deluxe,3.0,divorced,4.0,0,3,1,2.0,manager,24824.0,0
45.0,self enquiry,1,8.0,salaried,female,2,4.0,deluxe,3.0,married,2.0,0,4,1,1.0,manager,20770.0,0
45.0,self enquiry,3,17.0,salaried,female,2,3.0,super deluxe,3.0,married,4.0,0,4,0,1.0,avp,32650.0,0
31.0,self enquiry,1,15.0,salaried,female,4,2.0,standard,5.0,married,2.0,1,1,0,3.0,senior manager,30094.0,0
36.0,self enquiry,1,7.0,small business,male,3,5.0,basic,3.0,divorced,8.0,0,2,1,2.0,executive,20936.0,0
40.0,company invited,3,28.0,salaried,female,3,6.0,deluxe,3.0,married,8.0,0,5,0,1.0,manager,24414.0,0
35.0,company invited,1,33.0,large business,female,4,5.0,basic,3.0,married,3.0,0,1,1,1.0,executive,20707.0,0
24.0,self enquiry,1,23.0,salaried,male,3,4.0,basic,4.0,married,2.0,0,3,1,1.0,executive,17127.0,0
22.0,company invited,1,9.0,salaried,male,2,4.0,basic,3.0,married,1.0,1,3,0,1.0,executive,17853.0,1
53.0,self enquiry,1,13.0,salaried,male,2,2.0,super deluxe,3.0,divorced,4.0,0,2,0,0.0,avp,29814.0,0
50.0,self enquiry,1,14.0,salaried,male,3,4.0,standard,4.0,married,5.0,0,4,0,2.0,senior manager,29144.0,0
36.0,self enquiry,1,9.0,salaried,female,2,3.0,basic,3.0,married,6.0,0,1,0,1.0,executive,17835.0,0
39.0,company invited,1,30.0,salaried,male,3,5.0,standard,3.0,single,2.0,0,3,1,1.0,senior manager,28204.0,0
36.0,self enquiry,1,7.0,small business,female,3,5.0,deluxe,3.0,divorced,2.0,0,1,1,2.0,manager,24041.0,0
34.0,company invited,3,23.0,salaried,female,3,4.0,deluxe,3.0,married,3.0,1,1,0,1.0,manager,24046.0,0
29.0,self enquiry,1,16.0,small business,female,4,4.0,basic,3.0,married,7.0,0,3,1,2.0,executive,21055.0,0
42.0,self enquiry,1,9.0,salaried,female,3,6.0,basic,3.0,married,6.0,1,3,0,2.0,executive,21456.0,1
19.0,company invited,3,10.0,small business,female,4,4.0,basic,3.0,single,3.0,1,5,0,2.0,executive,20247.0,1
28.0,company invited,1,17.0,salaried,male,3,4.0,standard,5.0,married,3.0,0,3,1,1.0,senior manager,27471.0,0
45.0,self enquiry,3,8.0,large business,male,2,5.0,deluxe,3.0,single,1.0,0,5,1,1.0,manager,21632.0,0
35.0,self enquiry,1,14.0,small business,male,3,4.0,basic,3.0,single,3.0,0,1,0,2.0,executive,21650.0,0
46.0,company invited,1,11.0,salaried,male,3,4.0,deluxe,4.0,divorced,3.0,0,4,1,2.0,manager,23125.0,0
47.0,company invited,1,20.0,large business,male,3,3.0,deluxe,4.0,married,1.0,0,3,0,2.0,manager,20467.0,0
30.0,company invited,3,32.0,small business,female,2,4.0,deluxe,5.0,single,6.0,0,1,1,1.0,manager,21696.0,1
37.0,self enquiry,1,13.0,small business,male,3,4.0,deluxe,4.0,married,8.0,0,4,1,2.0,manager,23619.0,0
39.0,self enquiry,1,9.0,small business,female,3,5.0,standard,3.0,married,5.0,1,5,1,2.0,senior manager,26434.0,0
48.0,company invited,3,16.0,salaried,male,3,6.0,super deluxe,3.0,married,2.0,0,5,1,2.0,avp,31614.0,1
33.0,self enquiry,1,7.0,salaried,male,4,4.0,deluxe,4.0,divorced,3.0,0,3,0,1.0,manager,24898.0,0
57.0,self enquiry,1,7.0,salaried,female,3,4.0,basic,5.0,divorced,4.0,0,5,1,2.0,executive,20744.0,0
28.0,self enquiry,3,17.0,small business,female,4,5.0,deluxe,3.0,divorced,3.0,1,3,1,3.0,manager,24447.0,0
24.0,self enquiry,1,23.0,salaried,male,3,4.0,basic,4.0,divorced,2.0,0,3,1,1.0,executive,17127.0,0
26.0,self enquiry,3,10.0,salaried,male,4,4.0,deluxe,5.0,divorced,3.0,1,4,1,1.0,manager,22872.0,0
36.0,self enquiry,1,28.0,salaried,female,3,4.0,deluxe,3.0,married,3.0,1,3,0,1.0,manager,22692.0,0
38.0,self enquiry,2,13.0,salaried,male,4,4.0,basic,5.0,married,6.0,1,2,1,1.0,executive,20751.0,1
38.0,company invited,1,16.0,small business,male,3,4.0,basic,3.0,divorced,3.0,1,2,0,1.0,executive,21004.0,0
44.0,self enquiry,1,15.0,salaried,female,4,4.0,deluxe,3.0,married,6.0,1,2,0,1.0,manager,23200.0,0
37.0,self enquiry,3,9.0,salaried,male,4,4.0,basic,3.0,single,5.0,1,3,0,1.0,executive,21322.0,0
30.0,self enquiry,1,15.0,salaried,male,4,6.0,basic,5.0,married,3.0,1,3,0,2.0,executive,20797.0,1
41.0,self enquiry,1,15.0,salaried,female,4,4.0,deluxe,5.0,married,4.0,1,1,0,1.0,manager,25194.0,0
29.0,self enquiry,1,16.0,salaried,female,3,4.0,basic,5.0,single,7.0,1,5,1,1.0,executive,17404.0,1
46.0,company invited,1,14.0,salaried,male,4,4.0,standard,5.0,married,3.0,0,1,1,1.0,senior manager,23888.0,0
59.0,self enquiry,1,16.0,small business,female,4,5.0,basic,4.0,divorced,6.0,1,2,1,1.0,executive,22024.0,0
44.0,company invited,1,7.0,salaried,female,3,4.0,deluxe,3.0,divorced,6.0,0,2,1,2.0,manager,24240.0,0
34.0,self enquiry,1,12.0,small business,male,2,3.0,basic,5.0,single,3.0,0,4,0,0.0,executive,17960.0,1
27.0,company invited,1,9.0,small business,male,2,3.0,basic,3.0,married,2.0,0,1,0,0.0,executive,16706.0,0
31.0,company invited,1,12.0,small business,female,3,4.0,basic,4.0,single,2.0,0,3,0,1.0,executive,21100.0,1
42.0,company invited,1,8.0,salaried,male,2,3.0,standard,3.0,married,3.0,1,3,1,0.0,senior manager,25124.0,0
36.0,self enquiry,1,21.0,salaried,male,3,5.0,basic,4.0,married,3.0,1,5,1,2.0,executive,22421.0,1
37.0,company invited,1,8.0,salaried,male,3,4.0,deluxe,3.0,married,6.0,0,2,0,1.0,manager,20163.0,0
36.0,self enquiry,1,23.0,small business,male,3,3.0,basic,4.0,divorced,2.0,0,3,1,2.0,executive,21104.0,0
31.0,company invited,3,26.0,small business,female,2,3.0,deluxe,3.0,married,2.0,0,1,1,1.0,manager,21932.0,0
32.0,self enquiry,1,6.0,salaried,male,3,3.0,deluxe,4.0,married,2.0,0,3,1,0.0,manager,21220.0,0
30.0,self enquiry,2,13.0,small business,male,3,5.0,basic,4.0,married,3.0,0,3,1,2.0,executive,21482.0,0
38.0,self enquiry,1,16.0,small business,female,3,3.0,deluxe,3.0,married,4.0,0,3,0,1.0,manager,24824.0,0
34.0,self enquiry,3,15.0,salaried,male,3,4.0,deluxe,5.0,married,4.0,0,5,1,1.0,manager,25070.0,0
25.0,self enquiry,1,13.0,small business,male,3,4.0,basic,3.0,divorced,2.0,0,2,1,2.0,executive,17889.0,0
39.0,self enquiry,1,12.0,small business,male,3,3.0,basic,5.0,married,1.0,1,1,1,1.0,executive,17404.0,1
54.0,self enquiry,3,14.0,small business,female,4,5.0,standard,3.0,married,2.0,1,1,0,2.0,senior manager,29612.0,0
46.0,self enquiry,1,6.0,small business,male,2,3.0,king,3.0,married,1.0,0,5,1,1.0,vp,34627.0,0
36.0,company invited,1,14.0,salaried,female,3,2.0,standard,5.0,divorced,1.0,0,3,0,0.0,senior manager,26713.0,0
34.0,self enquiry,1,21.0,small business,male,3,4.0,basic,3.0,married,7.0,1,1,1,2.0,executive,21114.0,1
21.0,company invited,1,13.0,salaried,female,4,5.0,basic,3.0,single,3.0,1,1,0,1.0,executive,21604.0,1
41.0,self enquiry,3,15.0,salaried,male,3,3.0,standard,3.0,married,4.0,1,1,0,1.0,senior manager,23189.0,0
49.0,self enquiry,1,13.0,salaried,male,4,5.0,deluxe,3.0,single,4.0,0,2,0,1.0,manager,22918.0,0
31.0,self enquiry,2,8.0,salaried,male,3,4.0,deluxe,5.0,divorced,4.0,0,3,0,1.0,manager,21410.0,0
48.0,company invited,1,21.0,large business,male,4,4.0,deluxe,4.0,married,2.0,0,3,0,3.0,manager,24145.0,0
19.0,self enquiry,3,28.0,small business,male,2,3.0,basic,3.0,single,2.0,1,1,1,0.0,executive,16675.0,1
43.0,company invited,3,21.0,salaried,male,2,4.0,deluxe,3.0,divorced,4.0,0,5,0,1.0,manager,21804.0,0
31.0,company invited,3,26.0,salaried,male,3,1.0,basic,3.0,married,1.0,0,5,1,0.0,executive,17791.0,0
45.0,company invited,3,8.0,large business,male,4,4.0,basic,3.0,married,5.0,0,3,1,2.0,executive,26656.0,1
26.0,self enquiry,3,15.0,salaried,male,3,2.0,deluxe,4.0,married,2.0,0,4,1,1.0,manager,23529.0,0
53.0,company invited,1,32.0,small business,female,3,5.0,super deluxe,3.0,married,5.0,0,5,0,2.0,avp,32504.0,0
46.0,company invited,1,24.0,small business,female,2,3.0,standard,3.0,married,6.0,0,3,0,1.0,senior manager,25527.0,0
37.0,company invited,3,6.0,small business,male,2,5.0,deluxe,3.0,married,2.0,0,1,0,1.0,manager,24525.0,0
34.0,self enquiry,1,14.0,salaried,female,2,3.0,deluxe,5.0,married,4.0,0,5,1,1.0,manager,20121.0,0
45.0,self enquiry,3,8.0,salaried,male,3,6.0,deluxe,4.0,single,8.0,0,3,0,2.0,manager,21040.0,1
56.0,self enquiry,1,15.0,small business,female,3,4.0,super deluxe,3.0,married,4.0,1,3,1,2.0,avp,33434.0,0
30.0,self enquiry,1,14.0,salaried,female,3,1.0,standard,5.0,divorced,1.0,1,2,0,2.0,senior manager,26416.0,0
50.0,company invited,3,6.0,salaried,female,3,3.0,deluxe,3.0,married,1.0,0,1,0,1.0,manager,21347.0,0
48.0,self enquiry,1,21.0,salaried,female,3,3.0,basic,5.0,married,1.0,0,1,1,0.0,executive,17367.0,0
29.0,self enquiry,1,15.0,salaried,female,4,4.0,basic,3.0,single,3.0,0,4,1,2.0,executive,21988.0,0
44.0,company invited,1,29.0,small business,male,3,3.0,deluxe,4.0,divorced,5.0,0,3,1,0.0,manager,17042.0,0
36.0,company invited,3,16.0,small business,male,2,3.0,standard,3.0,single,2.0,0,2,1,1.0,senior manager,24980.0,0
19.0,self enquiry,3,16.0,small business,male,3,4.0,basic,3.0,single,3.0,0,5,0,2.0,executive,20289.0,1
33.0,company invited,1,13.0,salaried,male,2,3.0,deluxe,3.0,married,2.0,0,5,1,1.0,manager,20968.0,0
37.0,self enquiry,3,9.0,small business,male,4,5.0,standard,3.0,married,3.0,0,1,1,2.0,senior manager,26274.0,0
47.0,self enquiry,1,10.0,salaried,female,3,4.0,standard,4.0,married,1.0,1,4,1,2.0,senior manager,25333.0,0
26.0,self enquiry,3,33.0,small business,female,3,4.0,deluxe,3.0,single,3.0,0,4,0,1.0,manager,24858.0,0
45.0,self enquiry,3,15.0,small business,male,3,3.0,standard,5.0,married,5.0,1,2,1,0.0,senior manager,25761.0,0
38.0,self enquiry,1,6.0,salaried,female,2,3.0,standard,3.0,single,5.0,1,1,0,1.0,senior manager,22861.0,0
22.0,company invited,1,22.0,small business,male,3,2.0,basic,3.0,married,2.0,1,3,0,0.0,executive,17935.0,0
30.0,company invited,3,9.0,salaried,male,3,4.0,deluxe,3.0,single,3.0,0,2,0,1.0,manager,23232.0,0
34.0,company invited,3,8.0,small business,female,3,3.0,basic,3.0,divorced,7.0,0,5,1,2.0,executive,17231.0,0
41.0,self enquiry,1,21.0,small business,male,3,5.0,king,3.0,single,3.0,0,3,1,2.0,vp,38304.0,0
26.0,self enquiry,3,6.0,salaried,male,2,3.0,deluxe,3.0,married,2.0,0,5,0,1.0,manager,20296.0,0
29.0,self enquiry,2,19.0,salaried,male,2,4.0,basic,5.0,married,5.0,1,5,1,1.0,executive,17335.0,1
41.0,company invited,1,33.0,small business,female,3,4.0,deluxe,4.0,married,3.0,0,2,1,1.0,manager,24283.0,0
31.0,self enquiry,3,12.0,small business,female,2,5.0,deluxe,3.0,married,3.0,0,1,1,1.0,manager,24796.0,0
30.0,company invited,1,17.0,salaried,female,4,4.0,basic,4.0,married,2.0,0,5,0,1.0,executive,21969.0,0
55.0,self enquiry,1,15.0,salaried,female,3,4.0,deluxe,3.0,single,2.0,0,2,1,1.0,manager,22458.0,0
52.0,self enquiry,1,11.0,salaried,male,3,4.0,basic,3.0,married,2.0,1,1,0,1.0,executive,21139.0,1
51.0,self enquiry,3,15.0,small business,male,3,4.0,basic,4.0,married,2.0,0,1,0,2.0,executive,22553.0,0
22.0,company invited,3,25.0,small business,female,4,4.0,deluxe,3.0,married,2.0,1,5,0,2.0,manager,21303.0,1
22.0,company invited,1,32.0,salaried,female,2,4.0,basic,3.0,married,2.0,1,3,0,0.0,executive,17814.0,0
35.0,self enquiry,3,16.0,small business,male,3,4.0,standard,3.0,married,6.0,0,3,1,2.0,senior manager,23168.0,1
39.0,self enquiry,1,16.0,salaried,male,4,4.0,basic,3.0,married,4.0,0,1,1,2.0,executive,23449.0,0
27.0,self enquiry,1,10.0,salaried,female,3,3.0,basic,3.0,single,2.0,0,1,0,0.0,executive,17318.0,0
35.0,self enquiry,1,31.0,large business,male,3,4.0,standard,4.0,married,4.0,0,3,1,1.0,senior manager,25903.0,0
43.0,company invited,1,15.0,salaried,male,2,3.0,basic,3.0,single,5.0,0,3,0,1.0,executive,17438.0,0
36.0,company invited,3,6.0,small business,female,2,3.0,deluxe,3.0,single,5.0,0,1,1,1.0,manager,21653.0,0
34.0,self enquiry,3,14.0,large business,male,3,1.0,deluxe,3.0,married,2.0,0,1,0,2.0,manager,21799.0,0
42.0,self enquiry,1,19.0,large business,female,3,4.0,king,3.0,divorced,3.0,0,4,1,1.0,vp,38223.0,1
52.0,company invited,1,31.0,small business,female,2,4.0,super deluxe,3.0,married,4.0,0,5,0,1.0,avp,28826.0,0
53.0,self enquiry,1,18.0,salaried,female,3,4.0,deluxe,3.0,divorced,2.0,0,2,1,2.0,manager,21827.0,0
37.0,self enquiry,1,7.0,salaried,female,3,4.0,deluxe,4.0,married,2.0,0,5,1,2.0,manager,23906.0,0
35.0,company invited,1,17.0,large business,male,4,5.0,deluxe,3.0,married,3.0,0,4,1,2.0,manager,23741.0,0
26.0,self enquiry,3,35.0,salaried,male,3,5.0,deluxe,3.0,married,4.0,0,4,1,2.0,manager,27317.0,0
34.0,self enquiry,1,14.0,small business,male,3,4.0,standard,3.0,divorced,2.0,0,4,0,1.0,senior manager,30369.0,0
36.0,self enquiry,3,7.0,small business,male,4,4.0,standard,4.0,married,3.0,0,4,0,1.0,senior manager,25973.0,0
36.0,self enquiry,3,9.0,salaried,male,2,4.0,standard,3.0,married,2.0,1,1,1,0.0,senior manager,25325.0,1
41.0,self enquiry,1,23.0,salaried,female,3,4.0,standard,3.0,single,8.0,1,4,1,1.0,senior manager,26623.0,0
36.0,self enquiry,3,16.0,large business,female,3,4.0,deluxe,3.0,married,2.0,1,1,1,2.0,manager,20673.0,0
34.0,self enquiry,1,33.0,small business,female,3,3.0,basic,4.0,single,3.0,0,3,1,0.0,executive,17311.0,0
48.0,company invited,1,6.0,small business,male,2,1.0,super deluxe,3.0,single,3.0,0,1,0,0.0,avp,31885.0,0
34.0,self enquiry,1,8.0,salaried,male,3,4.0,basic,3.0,married,4.0,0,5,1,0.0,executive,17768.0,0
42.0,company invited,2,8.0,small business,male,3,1.0,deluxe,5.0,divorced,1.0,0,2,0,2.0,manager,21272.0,0
51.0,self enquiry,1,35.0,small business,male,4,3.0,basic,3.0,divorced,3.0,1,2,1,3.0,executive,21899.0,0
32.0,self enquiry,3,13.0,small business,male,4,2.0,deluxe,3.0,married,6.0,0,5,1,2.0,manager,24138.0,0
40.0,company invited,1,32.0,small business,female,2,3.0,deluxe,4.0,married,2.0,0,2,1,0.0,manager,20605.0,0
28.0,self enquiry,1,6.0,salaried,female,3,5.0,basic,4.0,single,1.0,1,2,1,0.0,executive,17216.0,1
30.0,self enquiry,1,16.0,small business,female,3,3.0,standard,3.0,single,1.0,0,4,0,0.0,senior manager,24667.0,0
29.0,company invited,2,7.0,salaried,male,3,4.0,basic,3.0,married,3.0,0,4,0,2.0,executive,21384.0,0
25.0,company invited,1,16.0,small business,male,3,4.0,basic,5.0,single,4.0,1,3,0,2.0,executive,21850.0,1
43.0,self enquiry,1,36.0,salaried,male,4,4.0,deluxe,4.0,married,3.0,0,3,1,1.0,manager,23112.0,0
37.0,company invited,1,25.0,small business,female,4,4.0,basic,3.0,single,3.0,0,3,0,2.0,executive,20831.0,0
26.0,self enquiry,1,9.0,small business,male,4,2.0,basic,5.0,single,2.0,0,2,1,3.0,executive,22102.0,0
30.0,self enquiry,3,17.0,salaried,male,4,4.0,basic,3.0,single,3.0,0,4,1,1.0,executive,21320.0,0
36.0,self enquiry,1,12.0,large business,male,4,4.0,standard,4.0,single,2.0,0,3,1,2.0,senior manager,26773.0,0
28.0,company invited,3,10.0,small business,female,4,3.0,deluxe,3.0,married,3.0,1,2,1,3.0,manager,23325.0,0
33.0,self enquiry,1,16.0,salaried,female,4,4.0,deluxe,3.0,married,3.0,1,5,1,3.0,manager,25000.0,0
25.0,self enquiry,1,24.0,small business,female,3,5.0,deluxe,3.0,married,3.0,0,3,0,1.0,manager,23055.0,0
21.0,self enquiry,3,9.0,small business,female,3,4.0,basic,3.0,single,3.0,0,4,0,1.0,executive,21461.0,0
45.0,self enquiry,1,6.0,salaried,male,3,2.0,king,3.0,divorced,1.0,0,4,1,2.0,vp,34202.0,0
38.0,self enquiry,1,7.0,salaried,male,3,5.0,deluxe,3.0,married,3.0,0,5,0,1.0,manager,24671.0,0
38.0,self enquiry,1,20.0,small business,male,3,4.0,deluxe,3.0,married,3.0,0,1,0,1.0,manager,22963.0,0
60.0,self enquiry,3,13.0,small business,male,2,1.0,deluxe,3.0,married,1.0,1,5,0,0.0,manager,20220.0,0
38.0,self enquiry,1,8.0,small business,female,2,4.0,standard,3.0,married,4.0,1,5,1,1.0,senior manager,22756.0,0
43.0,company invited,3,32.0,salaried,male,3,3.0,super deluxe,3.0,married,2.0,1,1,1,0.0,avp,31959.0,0
36.0,company invited,1,32.0,salaried,female,4,4.0,basic,4.0,married,3.0,1,3,0,1.0,executive,20700.0,1
32.0,self enquiry,1,12.0,large business,male,3,4.0,basic,3.0,divorced,2.0,1,4,0,2.0,executive,23499.0,0
38.0,self enquiry,3,9.0,small business,male,4,4.0,deluxe,3.0,married,6.0,1,3,0,3.0,manager,28280.0,0
33.0,self enquiry,1,8.0,salaried,female,2,3.0,basic,5.0,divorced,1.0,0,3,1,0.0,executive,17707.0,1
37.0,self enquiry,1,31.0,small business,female,2,4.0,deluxe,3.0,married,1.0,0,3,1,0.0,manager,20731.0,0
48.0,self enquiry,3,9.0,salaried,female,4,5.0,basic,3.0,single,3.0,1,2,1,1.0,executive,21972.0,0
33.0,self enquiry,1,7.0,small business,male,3,4.0,deluxe,3.0,divorced,3.0,1,4,1,1.0,manager,24840.0,0
33.0,self enquiry,2,9.0,salaried,male,2,3.0,basic,4.0,married,4.0,1,5,0,1.0,executive,17277.0,0
60.0,self enquiry,1,9.0,salaried,female,4,5.0,super deluxe,3.0,single,5.0,1,5,0,3.0,avp,32404.0,0
29.0,company invited,3,6.0,small business,female,2,3.0,standard,3.0,married,2.0,0,3,1,1.0,senior manager,22918.0,0
47.0,self enquiry,1,20.0,salaried,male,3,4.0,deluxe,4.0,single,8.0,0,4,1,1.0,manager,24240.0,0
34.0,company invited,1,10.0,salaried,female,3,4.0,basic,3.0,divorced,3.0,1,5,1,2.0,executive,21587.0,0
24.0,self enquiry,1,6.0,small business,male,3,3.0,basic,3.0,married,3.0,1,3,0,2.0,executive,17293.0,1
37.0,self enquiry,2,12.0,salaried,male,3,3.0,basic,5.0,married,5.0,1,1,0,2.0,executive,17073.0,1
34.0,self enquiry,3,12.0,small business,female,3,4.0,basic,3.0,single,3.0,1,2,1,1.0,executive,21529.0,1
29.0,self enquiry,1,6.0,large business,male,2,3.0,basic,3.0,single,1.0,0,1,0,0.0,executive,17058.0,1
33.0,self enquiry,1,11.0,salaried,female,3,4.0,basic,3.0,married,2.0,0,1,0,0.0,executive,17911.0,0
18.0,self enquiry,3,16.0,small business,female,3,4.0,basic,3.0,single,2.0,0,2,1,2.0,executive,16200.0,0
32.0,self enquiry,1,14.0,small business,female,3,4.0,deluxe,5.0,married,3.0,0,1,1,1.0,manager,22984.0,0
27.0,self enquiry,3,7.0,salaried,male,3,4.0,deluxe,3.0,divorced,3.0,0,5,1,1.0,manager,23974.0,0
37.0,company invited,1,25.0,salaried,male,4,4.0,deluxe,3.0,single,4.0,0,3,0,2.0,manager,26457.0,0
32.0,self enquiry,1,15.0,salaried,female,4,4.0,deluxe,3.0,single,3.0,0,5,0,2.0,manager,23102.0,0
37.0,self enquiry,3,8.0,small business,male,3,3.0,deluxe,3.0,married,5.0,1,3,0,2.0,manager,24602.0,0
20.0,self enquiry,3,15.0,salaried,male,2,3.0,basic,5.0,single,2.0,0,1,0,1.0,executive,17728.0,0
30.0,self enquiry,1,14.0,large business,female,3,4.0,basic,3.0,married,5.0,1,4,1,2.0,executive,22017.0,1
36.0,self enquiry,3,19.0,small business,male,3,4.0,deluxe,5.0,married,6.0,1,1,1,0.0,manager,21134.0,1
45.0,self enquiry,1,13.0,salaried,male,2,3.0,standard,5.0,married,3.0,0,3,0,0.0,senior manager,24724.0,0
36.0,self enquiry,1,14.0,salaried,male,4,4.0,basic,4.0,single,3.0,1,3,1,2.0,executive,24041.0,1
36.0,self enquiry,1,29.0,salaried,female,4,2.0,standard,4.0,married,2.0,0,5,1,3.0,senior manager,30674.0,0
32.0,company invited,3,27.0,small business,female,3,4.0,deluxe,3.0,divorced,3.0,0,2,1,1.0,manager,25610.0,0
53.0,self enquiry,1,10.0,small business,male,3,5.0,standard,3.0,married,4.0,1,1,1,1.0,senior manager,26647.0,0
33.0,company invited,3,12.0,salaried,male,3,4.0,deluxe,4.0,married,3.0,0,3,1,2.0,manager,25202.0,0
38.0,self enquiry,1,35.0,small business,male,3,3.0,deluxe,5.0,married,1.0,1,3,1,2.0,manager,21673.0,1
23.0,self enquiry,3,8.0,large business,male,3,3.0,basic,5.0,married,4.0,0,3,1,2.0,executive,17322.0,0
36.0,self enquiry,1,6.0,salaried,female,2,3.0,deluxe,4.0,married,1.0,0,5,1,1.0,manager,20228.0,0
29.0,self enquiry,1,16.0,small business,male,4,4.0,basic,3.0,married,3.0,0,1,1,1.0,executive,20748.0,0
33.0,self enquiry,3,7.0,small business,male,4,5.0,basic,4.0,married,2.0,0,1,0,3.0,executive,20947.0,0
38.0,self enquiry,3,10.0,salaried,male,3,4.0,standard,3.0,single,4.0,0,3,0,1.0,senior manager,26106.0,0
43.0,self enquiry,1,25.0,salaried,male,3,4.0,deluxe,5.0,married,8.0,1,1,0,1.0,manager,24088.0,0
24.0,self enquiry,1,13.0,salaried,male,4,2.0,basic,5.0,married,3.0,1,3,0,1.0,executive,20279.0,1
39.0,self enquiry,1,7.0,salaried,female,3,3.0,deluxe,3.0,single,2.0,0,2,1,2.0,manager,26303.0,0
39.0,self enquiry,3,10.0,salaried,female,2,4.0,deluxe,3.0,married,5.0,0,5,1,1.0,manager,20902.0,0
39.0,self enquiry,1,24.0,salaried,female,4,5.0,standard,3.0,divorced,2.0,0,2,0,3.0,senior manager,27501.0,0
22.0,self enquiry,1,14.0,small business,female,3,3.0,basic,5.0,married,2.0,1,3,0,1.0,executive,17398.0,1
20.0,company invited,3,7.0,large business,female,4,6.0,basic,5.0,single,2.0,0,3,1,1.0,executive,21003.0,1
29.0,self enquiry,1,9.0,small business,male,3,6.0,basic,3.0,divorced,7.0,1,3,1,1.0,executive,22142.0,1
31.0,self enquiry,3,22.0,small business,male,4,5.0,standard,5.0,married,4.0,0,1,0,3.0,senior manager,25818.0,0
38.0,self enquiry,3,8.0,small business,female,3,5.0,deluxe,3.0,married,3.0,1,3,0,0.0,manager,20405.0,0
52.0,self enquiry,1,9.0,small business,male,2,4.0,standard,3.0,divorced,3.0,1,2,0,0.0,senior manager,22969.0,0
32.0,company invited,1,27.0,salaried,male,4,4.0,standard,3.0,divorced,5.0,0,3,1,1.0,senior manager,28502.0,1
39.0,company invited,1,6.0,salaried,male,2,3.0,king,3.0,married,2.0,1,3,0,1.0,vp,34197.0,0
27.0,company invited,1,7.0,salaried,female,3,4.0,deluxe,4.0,married,3.0,0,5,1,2.0,manager,25075.0,0
29.0,company invited,1,13.0,salaried,male,3,5.0,basic,3.0,married,3.0,1,4,1,1.0,executive,21381.0,0
44.0,self enquiry,1,18.0,salaried,male,2,4.0,standard,3.0,married,3.0,0,1,1,1.0,senior manager,26188.0,0
